City,Temperature (°C),Temperature (°F),Relative Humidity (%),Wind Speed (m/s),Wind Speed (mph),Time
Rio de Janeiro,24.8,76.64,92,0.36,0.8052984,2024-12-09T02:00
Rio de Janeiro,24.7,76.46,93,0.14,0.31317160000000005,2024-12-09T03:00
Rio de Janeiro,24.6,76.28,93,0.14,0.31317160000000005,2024-12-09T04:00
Rio de Janeiro,24.5,76.1,94,0.2,0.44738800000000006,2024-12-09T05:00
Rio de Janeiro,24.4,75.92,94,0.14,0.31317160000000005,2024-12-09T06:00
Rio de Janeiro,24.1,75.38,96,0.22,0.49212680000000003,2024-12-09T07:00
Rio de Janeiro,23.8,74.84,97,0.61,1.3645334,2024-12-09T08:00
Rio de Janeiro,24.0,75.2,97,1.0,2.23694,2024-12-09T09:00
Rio de Janeiro,25.1,77.18,92,1.33,2.9751302,2024-12-09T10:00
Rio de Janeiro,26.8,80.24000000000001,86,1.71,3.8251674,2024-12-09T11:00
Rio de Janeiro,28.4,83.12,79,1.88,4.2054472,2024-12-09T12:00
Rio de Janeiro,30.1,86.18,73,1.66,3.7133204,2024-12-09T13:00
Rio de Janeiro,31.7,89.06,67,1.35,3.0198690000000004,2024-12-09T14:00
Rio de Janeiro,33.1,91.58000000000001,63,1.17,2.6172198,2024-12-09T15:00
Rio de Janeiro,34.3,93.74,60,1.52,3.4001488,2024-12-09T16:00
Rio de Janeiro,35.1,95.18,59,2.02,4.5186188000000005,2024-12-09T17:00
Rio de Janeiro,34.9,94.82,60,2.35,5.2568090000000005,2024-12-09T18:00
Rio de Janeiro,32.8,91.03999999999999,65,2.55,5.704197,2024-12-09T19:00
Rio de Janeiro,29.6,85.28,73,3.22,7.202946800000001,2024-12-09T20:00
Rio de Janeiro,27.1,80.78,80,3.68,8.231939200000001,2024-12-09T21:00
Rio de Janeiro,25.9,78.62,85,3.22,7.202946800000001,2024-12-09T22:00
Rio de Janeiro,25.4,77.72,89,2.15,4.809421,2024-12-09T23:00
Rio de Janeiro,25.1,77.18,92,1.36,3.0422384000000005,2024-12-10T00:00
Rio de Janeiro,24.9,76.82,93,1.02,2.2816788000000003,2024-12-10T01:00
Rio de Janeiro,24.9,76.82,93,0.76,1.7000744,2024-12-10T02:00
Rio de Janeiro,25.0,77.0,93,0.64,1.4316416,2024-12-10T03:00
Rio de Janeiro,24.9,76.82,93,0.5,1.11847,2024-12-10T04:00
Rio de Janeiro,24.8,76.64,93,0.45,1.006623,2024-12-10T05:00
Rio de Janeiro,24.7,76.46,93,0.41,0.9171454,2024-12-10T06:00
Rio de Janeiro,24.6,76.28,94,0.3,0.6710820000000001,2024-12-10T07:00
Rio de Janeiro,24.5,76.1,96,0.1,0.22369400000000003,2024-12-10T08:00
Rio de Janeiro,24.6,76.28,95,0.14,0.31317160000000005,2024-12-10T09:00
Rio de Janeiro,25.3,77.54,91,0.36,0.8052984,2024-12-10T10:00
Rio de Janeiro,26.3,79.34,85,0.72,1.6105968,2024-12-10T11:00
Rio de Janeiro,27.1,80.78,80,1.06,2.3711564000000003,2024-12-10T12:00
Rio de Janeiro,27.8,82.04,77,1.53,3.4225182000000003,2024-12-10T13:00
Rio de Janeiro,28.4,83.12,74,2.43,5.4357642,2024-12-10T14:00
Rio de Janeiro,28.6,83.48,73,3.08,6.889775200000001,2024-12-10T15:00
Rio de Janeiro,28.3,82.94,73,3.13,7.0016222,2024-12-10T16:00
Rio de Janeiro,27.7,81.86,74,2.82,6.3081708,2024-12-10T17:00
Rio de Janeiro,27.0,80.6,76,2.67,5.9726298,2024-12-10T18:00
Rio de Janeiro,26.3,79.34,79,2.62,5.860782800000001,2024-12-10T19:00
Rio de Janeiro,25.5,77.9,82,2.72,6.084476800000001,2024-12-10T20:00
Rio de Janeiro,24.8,76.64,85,2.5,5.592350000000001,2024-12-10T21:00
Rio de Janeiro,24.4,75.92,88,1.52,3.4001488,2024-12-10T22:00
Rio de Janeiro,24.0,75.2,92,0.32,0.7158208,2024-12-10T23:00
Rio de Janeiro,23.8,74.84,94,0.92,2.0579848000000003,2024-12-11T00:00
Rio de Janeiro,23.6,74.48,95,1.34,2.9974996000000003,2024-12-11T01:00
Rio de Janeiro,23.4,74.12,95,1.63,3.6462122,2024-12-11T02:00
Rio de Janeiro,23.3,73.94,95,1.84,4.115969600000001,2024-12-11T03:00
Rio de Janeiro,23.3,73.94,94,1.92,4.2949248,2024-12-11T04:00
Rio de Janeiro,23.3,73.94,92,2.64,5.905521600000001,2024-12-11T05:00
Rio de Janeiro,23.3,73.94,91,3.26,7.2924244,2024-12-11T06:00
Rio de Janeiro,23.1,73.58,90,3.12,6.979252800000001,2024-12-11T07:00
Rio de Janeiro,23.0,73.4,90,2.4,5.3686560000000005,2024-12-11T08:00
Rio de Janeiro,23.0,73.4,88,2.13,4.7646822,2024-12-11T09:00
Rio de Janeiro,23.3,73.94,85,2.4,5.3686560000000005,2024-12-11T10:00
Rio de Janeiro,23.8,74.84,80,3.0,6.71082,2024-12-11T11:00
Rio de Janeiro,24.4,75.92,76,3.47,7.762181800000001,2024-12-11T12:00
Rio de Janeiro,25.0,77.0,72,3.64,8.1424616,2024-12-11T13:00
Rio de Janeiro,25.6,78.08,69,3.67,8.2095698,2024-12-11T14:00
Rio de Janeiro,26.1,78.98,66,3.71,8.299047400000001,2024-12-11T15:00
Rio de Janeiro,26.3,79.34,65,3.77,8.4332638,2024-12-11T16:00
Rio de Janeiro,26.3,79.34,65,3.93,8.7911742,2024-12-11T17:00
Rio de Janeiro,26.0,78.8,65,3.86,8.6345884,2024-12-11T18:00
Rio de Janeiro,25.3,77.54,66,3.62,8.097722800000001,2024-12-11T19:00
Rio de Janeiro,24.3,75.74000000000001,68,3.11,6.956883400000001,2024-12-11T20:00
Rio de Janeiro,23.5,74.3,70,2.5,5.592350000000001,2024-12-11T21:00
Rio de Janeiro,22.8,73.04,74,1.65,3.690951,2024-12-11T22:00
Rio de Janeiro,22.3,72.14,79,1.03,2.3040482000000004,2024-12-11T23:00
